country,year,attack type,target industry,financial loss (in million $),number of affected users,security vulnerability type,defense mechanism used,incident resolution time (in hours),data breach in gb,severity_kmeans,country_encoded,attack type_encoded,target industry_encoded,security vulnerability type_encoded,defense mechanism used_encoded,severity_kmeans_encoded
brazil,2020,man-in-the-middle,healthcare,7.44,739981.0,social engineering,antivirus,54.0,54.18,Low,51.0463731245923,51.405620172648796,50.03413125590179,51.27242457487658,51.08555063478004,15.9447700770077
france,2016,sql injection,telecommunications,47.19,502006.5,social engineering,antivirus,31.0,55.2,Medium,49.647629427792914,50.24415149006622,51.06955882352941,51.27242457487658,51.08555063478004,48.46779490529065
usa,2016,ransomware,healthcare,99.19,745103.0,unpatched software,encryption,37.0,177.29,Critical,51.606640173410405,50.373152852977924,50.03413125590179,50.39994936708861,50.98364175977653,89.91338255033557
india,2015,ddos,healthcare,10.94,600279.0,unpatched software,ai based detection,16.0,3.79,Low,48.44036096256684,52.0362353858145,50.03413125590179,50.39994936708861,50.74505869797225,15.9447700770077
russia,2016,man-in-the-middle,it,48.86,973654.0,unpatched software,encryption,23.0,159.51,Medium,50.27492296918767,51.405620172648796,50.97536605796616,50.39994936708861,50.98364175977653,48.46779490529065
china,2020,ddos,telecommunications,80.48,78123.0,social engineering,antivirus,37.0,38.45,Critical,49.59663946587538,52.0362353858145,51.06955882352941,51.27242457487658,51.08555063478004,89.91338255033557
uk,2015,man-in-the-middle,government,69.96,675955.0,zero day,antivirus,60.0,157.78,High,50.7941619047619,51.405620172648796,52.12430513595166,50.73063247408982,51.08555063478004,69.99341233766233
china,2020,ddos,it,18.96,122866.0,unpatched software,vpn,46.0,55.2,Low,49.59663946587538,52.0362353858145,50.97536605796616,50.39994936708861,50.51369003690037,15.9447700770077
russia,2018,ransomware,education,66.33,177570.0,social engineering,antivirus,37.0,609.03,High,50.27492296918767,50.373152852977924,48.46954841946814,51.27242457487658,51.08555063478004,69.99341233766233
france,2024,man-in-the-middle,retail,60.4,774913.0,unpatched software,antivirus,43.0,415.79,High,49.647629427792914,51.405620172648796,50.93712900096993,50.39994936708861,51.08555063478004,69.99341233766233
china,2024,phishing,it,51.41,852327.0,zero day,antivirus,44.0,55.2,Medium,49.59663946587538,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
australia,2019,ddos,it,51.41,775033.0,zero day,antivirus,37.0,476.04,Medium,52.26311760612387,52.0362353858145,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
china,2022,phishing,telecommunications,71.77,823093.0,zero day,firewall,36.0,84.53,High,49.59663946587538,50.854168128888176,51.06955882352941,50.73063247408982,50.07604240282686,69.99341233766233
uk,2018,phishing,government,70.59,947445.0,social engineering,encryption,37.0,57.3,High,50.7941619047619,50.854168128888176,52.12430513595166,51.27242457487658,50.98364175977653,69.99341233766233
uk,2018,ddos,it,75.34,972713.0,unpatched software,encryption,71.0,202.19,High,50.7941619047619,52.0362353858145,50.97536605796616,50.39994936708861,50.98364175977653,69.99341233766233
france,2023,malware,banking,9.99,116840.0,zero day,antivirus,51.0,163.71,Low,49.647629427792914,49.52314083921895,51.34587037037037,50.73063247408982,51.08555063478004,15.9447700770077
usa,2021,ransomware,telecommunications,91.94,502006.5,zero day,firewall,9.0,34.34,Critical,51.606640173410405,50.373152852977924,51.06955882352941,50.73063247408982,50.07604240282686,89.91338255033557
russia,2015,ddos,it,66.09,467190.0,social engineering,ai based detection,25.0,100.21,High,50.27492296918767,52.0362353858145,50.97536605796616,51.27242457487658,50.74505869797225,69.99341233766233
germany,2020,phishing,healthcare,66.73,540773.0,unpatched software,vpn,15.0,51.8,High,53.41150070126228,50.854168128888176,50.03413125590179,50.39994936708861,50.51369003690037,69.99341233766233
uk,2018,phishing,banking,40.11,874040.0,social engineering,firewall,6.0,15.17,Medium,50.7941619047619,50.854168128888176,51.34587037037037,51.27242457487658,50.07604240282686,48.46779490529065
australia,2022,sql injection,healthcare,60.71,502006.5,weak passwords,vpn,17.0,378.3,High,52.26311760612387,50.24415149006622,50.03413125590179,50.6939484857062,50.51369003690037,69.99341233766233
uk,2016,ddos,it,18.48,112881.0,social engineering,antivirus,32.0,59.31,Low,50.7941619047619,52.0362353858145,50.97536605796616,51.27242457487658,51.08555063478004,15.9447700770077
uk,2020,ddos,it,9.9,502006.5,zero day,vpn,56.0,1179.76,Low,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,50.51369003690037,15.9447700770077
france,2024,phishing,education,52.03,168684.0,zero day,antivirus,27.0,4.77,Medium,49.647629427792914,50.854168128888176,48.46954841946814,50.73063247408982,51.08555063478004,48.46779490529065
japan,2018,ddos,telecommunications,25.06,559274.0,zero day,firewall,27.0,23.68,Low,50.60352348993288,52.0362353858145,51.06955882352941,50.73063247408982,50.07604240282686,15.9447700770077
uk,2016,phishing,retail,13.68,144856.0,unpatched software,antivirus,37.0,57.34,Low,50.7941619047619,50.854168128888176,50.93712900096993,50.39994936708861,51.08555063478004,15.9447700770077
uk,2015,malware,banking,2.63,418914.0,unpatched software,firewall,53.0,300.69,Low,50.7941619047619,49.52314083921895,51.34587037037037,50.39994936708861,50.07604240282686,15.9447700770077
uk,2024,phishing,retail,88.47,842945.0,weak passwords,antivirus,67.0,99.41,Critical,50.7941619047619,50.854168128888176,50.93712900096993,50.6939484857062,51.08555063478004,89.91338255033557
uk,2020,phishing,government,50.04,841198.0,zero day,antivirus,37.0,86.98,Medium,50.7941619047619,50.854168128888176,52.12430513595166,50.73063247408982,51.08555063478004,48.46779490529065
germany,2024,phishing,government,19.52,50054.0,unpatched software,antivirus,24.0,10.07,Low,53.41150070126228,50.854168128888176,52.12430513595166,50.39994936708861,51.08555063478004,15.9447700770077
brazil,2020,ddos,telecommunications,4.52,502006.5,social engineering,vpn,58.0,9.63,Low,51.0463731245923,52.0362353858145,51.06955882352941,51.27242457487658,50.51369003690037,15.9447700770077
uk,2015,man-in-the-middle,banking,97.28,502006.5,weak passwords,vpn,37.0,88.57,Critical,50.7941619047619,51.405620172648796,51.34587037037037,50.6939484857062,50.51369003690037,89.91338255033557
china,2019,malware,it,51.41,502006.5,weak passwords,encryption,53.0,7.06,Medium,49.59663946587538,49.52314083921895,50.97536605796616,50.6939484857062,50.98364175977653,48.46779490529065
germany,2018,sql injection,retail,46.34,575379.0,zero day,antivirus,35.0,24.59,Medium,53.41150070126228,50.24415149006622,50.93712900096993,50.73063247408982,51.08555063478004,48.46779490529065
uk,2023,man-in-the-middle,it,26.45,850714.0,unpatched software,encryption,37.0,115.74,Low,50.7941619047619,51.405620172648796,50.97536605796616,50.39994936708861,50.98364175977653,15.9447700770077
germany,2020,sql injection,healthcare,14.12,403325.0,weak passwords,ai based detection,35.0,12.51,Low,53.41150070126228,50.24415149006622,50.03413125590179,50.6939484857062,50.74505869797225,15.9447700770077
uk,2020,phishing,education,51.41,345577.0,unpatched software,encryption,4.0,55.2,Medium,50.7941619047619,50.854168128888176,48.46954841946814,50.39994936708861,50.98364175977653,48.46779490529065
australia,2017,man-in-the-middle,it,30.51,428352.0,unpatched software,firewall,37.0,342.37,Low,52.26311760612387,51.405620172648796,50.97536605796616,50.39994936708861,50.07604240282686,15.9447700770077
brazil,2023,phishing,banking,69.45,502006.5,zero day,ai based detection,12.0,55.2,High,51.0463731245923,50.854168128888176,51.34587037037037,50.73063247408982,50.74505869797225,69.99341233766233
usa,2019,sql injection,education,51.41,36804.0,weak passwords,vpn,37.0,13.48,Medium,51.606640173410405,50.24415149006622,48.46954841946814,50.6939484857062,50.51369003690037,48.46779490529065
uk,2020,phishing,telecommunications,92.63,502006.5,weak passwords,antivirus,9.0,55.2,Critical,50.7941619047619,50.854168128888176,51.06955882352941,50.6939484857062,51.08555063478004,89.91338255033557
australia,2017,man-in-the-middle,telecommunications,35.27,765929.0,zero day,firewall,16.0,16.88,Medium,52.26311760612387,51.405620172648796,51.06955882352941,50.73063247408982,50.07604240282686,48.46779490529065
uk,2017,man-in-the-middle,retail,17.22,242574.0,social engineering,antivirus,59.0,172.36,Low,50.7941619047619,51.405620172648796,50.93712900096993,51.27242457487658,51.08555063478004,15.9447700770077
usa,2020,sql injection,education,51.41,502006.5,social engineering,encryption,20.0,29.35,Medium,51.606640173410405,50.24415149006622,48.46954841946814,51.27242457487658,50.98364175977653,48.46779490529065
uk,2018,ddos,telecommunications,51.41,389405.0,weak passwords,antivirus,53.0,108.98,Medium,50.7941619047619,52.0362353858145,51.06955882352941,50.6939484857062,51.08555063478004,48.46779490529065
russia,2022,phishing,telecommunications,56.44,359577.0,zero day,antivirus,37.0,5.57,Medium,50.27492296918767,50.854168128888176,51.06955882352941,50.73063247408982,51.08555063478004,48.46779490529065
india,2022,phishing,telecommunications,73.24,943689.0,zero day,firewall,32.0,180.72,High,48.44036096256684,50.854168128888176,51.06955882352941,50.73063247408982,50.07604240282686,69.99341233766233
uk,2024,sql injection,education,14.69,783795.0,weak passwords,antivirus,37.0,23.74,Low,50.7941619047619,50.24415149006622,48.46954841946814,50.6939484857062,51.08555063478004,15.9447700770077
germany,2020,ddos,healthcare,51.41,263506.0,zero day,encryption,49.0,55.6,Medium,53.41150070126228,52.0362353858145,50.03413125590179,50.73063247408982,50.98364175977653,48.46779490529065
australia,2020,ddos,it,51.41,502006.5,zero day,vpn,11.0,47.5,Medium,52.26311760612387,52.0362353858145,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
india,2020,sql injection,banking,68.44,186842.0,zero day,vpn,40.0,8.11,High,48.44036096256684,50.24415149006622,51.34587037037037,50.73063247408982,50.51369003690037,69.99341233766233
uk,2018,ddos,banking,8.81,198929.0,zero day,ai based detection,41.0,9.68,Low,50.7941619047619,52.0362353858145,51.34587037037037,50.73063247408982,50.74505869797225,15.9447700770077
uk,2018,phishing,retail,51.58,65700.0,zero day,encryption,28.0,233.15,Medium,50.7941619047619,50.854168128888176,50.93712900096993,50.73063247408982,50.98364175977653,48.46779490529065
brazil,2021,phishing,it,83.79,90156.0,unpatched software,antivirus,65.0,99.33,Critical,51.0463731245923,50.854168128888176,50.97536605796616,50.39994936708861,51.08555063478004,89.91338255033557
australia,2015,ddos,telecommunications,14.55,470471.0,unpatched software,vpn,53.0,55.2,Low,52.26311760612387,52.0362353858145,51.06955882352941,50.39994936708861,50.51369003690037,15.9447700770077
china,2021,malware,retail,51.41,33426.0,zero day,antivirus,16.0,88.85,Medium,49.59663946587538,49.52314083921895,50.93712900096993,50.73063247408982,51.08555063478004,48.46779490529065
russia,2024,malware,it,83.29,502006.5,unpatched software,firewall,47.0,67.66,Critical,50.27492296918767,49.52314083921895,50.97536605796616,50.39994936708861,50.07604240282686,89.91338255033557
germany,2022,ransomware,telecommunications,79.77,151930.0,zero day,encryption,4.0,55.2,High,53.41150070126228,50.373152852977924,51.06955882352941,50.73063247408982,50.98364175977653,69.99341233766233
china,2018,malware,education,97.2,499651.0,zero day,encryption,50.0,55.2,Critical,49.59663946587538,49.52314083921895,48.46954841946814,50.73063247408982,50.98364175977653,89.91338255033557
uk,2017,ddos,it,41.63,249211.0,zero day,antivirus,59.0,52.4,Medium,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
germany,2024,sql injection,it,1.01,502006.5,weak passwords,antivirus,9.0,1022.15,Low,53.41150070126228,50.24415149006622,50.97536605796616,50.6939484857062,51.08555063478004,15.9447700770077
japan,2015,phishing,banking,87.5,502006.5,zero day,encryption,37.0,55.2,Critical,50.60352348993288,50.854168128888176,51.34587037037037,50.73063247408982,50.98364175977653,89.91338255033557
australia,2019,sql injection,healthcare,0.75,269314.0,social engineering,antivirus,37.0,546.8,Low,52.26311760612387,50.24415149006622,50.03413125590179,51.27242457487658,51.08555063478004,15.9447700770077
uk,2019,man-in-the-middle,healthcare,37.16,696199.0,weak passwords,encryption,42.0,133.79,Medium,50.7941619047619,51.405620172648796,50.03413125590179,50.6939484857062,50.98364175977653,48.46779490529065
russia,2020,phishing,it,98.38,355505.0,unpatched software,ai based detection,35.0,18.78,Critical,50.27492296918767,50.854168128888176,50.97536605796616,50.39994936708861,50.74505869797225,89.91338255033557
australia,2020,phishing,it,55.94,502006.5,unpatched software,vpn,37.0,65.08,Medium,52.26311760612387,50.854168128888176,50.97536605796616,50.39994936708861,50.51369003690037,48.46779490529065
brazil,2019,phishing,it,23.63,502006.5,social engineering,antivirus,1.0,77.82,Low,51.0463731245923,50.854168128888176,50.97536605796616,51.27242457487658,51.08555063478004,15.9447700770077
china,2021,sql injection,it,39.44,155768.0,social engineering,ai based detection,19.0,13.35,Medium,49.59663946587538,50.24415149006622,50.97536605796616,51.27242457487658,50.74505869797225,48.46779490529065
australia,2024,malware,telecommunications,83.69,502006.5,zero day,antivirus,4.0,30.67,Critical,52.26311760612387,49.52314083921895,51.06955882352941,50.73063247408982,51.08555063478004,89.91338255033557
uk,2018,phishing,government,28.88,502006.5,unpatched software,antivirus,71.0,40.1,Low,50.7941619047619,50.854168128888176,52.12430513595166,50.39994936708861,51.08555063478004,15.9447700770077
brazil,2019,ransomware,it,10.1,502006.5,zero day,antivirus,69.0,55.2,Low,51.0463731245923,50.373152852977924,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
uk,2018,man-in-the-middle,it,47.01,502006.5,zero day,antivirus,10.0,2.41,Medium,50.7941619047619,51.405620172648796,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
russia,2021,phishing,banking,51.41,502006.5,zero day,encryption,15.0,55.2,Medium,50.27492296918767,50.854168128888176,51.34587037037037,50.73063247408982,50.98364175977653,48.46779490529065
germany,2024,malware,it,51.41,639779.0,zero day,antivirus,6.0,55.2,Medium,53.41150070126228,49.52314083921895,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
australia,2019,ddos,it,29.85,949862.0,weak passwords,firewall,25.0,6.97,Low,52.26311760612387,52.0362353858145,50.97536605796616,50.6939484857062,50.07604240282686,15.9447700770077
usa,2020,phishing,healthcare,0.92,260396.0,zero day,antivirus,16.0,320.51,Low,51.606640173410405,50.854168128888176,50.03413125590179,50.73063247408982,51.08555063478004,15.9447700770077
uk,2024,phishing,it,92.48,215376.0,social engineering,firewall,18.0,55.2,Critical,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,50.07604240282686,89.91338255033557
uk,2016,phishing,telecommunications,51.41,502006.5,social engineering,antivirus,68.0,358.45,Medium,50.7941619047619,50.854168128888176,51.06955882352941,51.27242457487658,51.08555063478004,48.46779490529065
brazil,2016,phishing,it,16.24,238092.0,zero day,ai based detection,32.0,181.46,Low,51.0463731245923,50.854168128888176,50.97536605796616,50.73063247408982,50.74505869797225,15.9447700770077
uk,2019,phishing,banking,18.42,289539.0,unpatched software,antivirus,37.0,1199.63,Low,50.7941619047619,50.854168128888176,51.34587037037037,50.39994936708861,51.08555063478004,15.9447700770077
russia,2020,ddos,healthcare,49.02,382327.0,zero day,antivirus,30.0,126.23,Medium,50.27492296918767,52.0362353858145,50.03413125590179,50.73063247408982,51.08555063478004,48.46779490529065
australia,2018,phishing,government,51.41,605810.0,zero day,firewall,37.0,43.18,Medium,52.26311760612387,50.854168128888176,52.12430513595166,50.73063247408982,50.07604240282686,48.46779490529065
australia,2019,ddos,banking,1.27,588345.0,unpatched software,firewall,37.0,91.32,Low,52.26311760612387,52.0362353858145,51.34587037037037,50.39994936708861,50.07604240282686,15.9447700770077
