Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Data Breach In GB
USA,2023.0, RanSomwAre ,,93.34,999635.0,NATIon-stATe,,FIreWall,24.0,198.17
 BRAzIL  ,,,,,767721.0,UnknOwn,Weak PAsswordS,,9.0,
India,2019.0,PhiShing,  IT,33.15,629687.0,UnKnoWn!,SoCiAL EnGINeERing,FiREwall,53.0,
,2021.0,,,,,UNKNowN, UnpaTched SoftWaRe  ,VPN,69.0,41.27
RUssia,2015.0,DDoS,HeaLthcAre,20.92,807631.0,,WeAk PaSswORds,,56.0,1417.7
,2024.0,,REtaiL,98.95,,  NAtioN-state ,SOCial EngineerinG,AI-based DetectiOn,14.0,
Japan,2017.0,,HeaLthCare,,,InSideR ,UnpaTchEd Software,ANtivirus,40.0,
,2018.0,DDoS,HealthCaRE!,10.77,910081.0,NatioN-State,ZErO-day,VPN,28.0,97.58
USA,2024.0,PHishing,IT,87.42,979700.0,HAcKer GroUP,WEak PAsswoRds,FirEWAll,49.0,54.64
ChiNa,2019.0,MaN-iN-the-MIdDle,TeLeCommUNiCatiOns,58.78,586131.0,NATioN-staTe,UnpaTched SoftwaRe,AnTiviRus,68.0,188.61
AustrAlia ,2017.0,PhIshiNg,EDUcATion,82.47,317988.0,NAtion-stAte,Zero-DaY,,2.0,
,2018.0,Ransomware,GoveRNMent!,43.11,,HackEr GrOup,WEak PassworDs,VPN  ,,15.5
Brazil,2016.0,PhisHing,Education,97.98,381599.0,UnKnown,WeaK PassWOrds,EncrYPTION#,66.0,19.8
  USA  ,2016.0,SQL INJEcTion,EducatioN,16.5,347293.0,,UnPaTCheD SOftWare,FIreWaLL,65.0,23.15
UK@,2023.0,,IT,,82321.0, UnknOWn,,FirewAll,47.0,185.49
,2023.0,SQL INjecTion,RETAil,49.76,460558.0,NAtioN-staTe,Zero-day,VPN,61.0,9.28
Germany@,2022.0,MAn-iN-THe-MIDDLe,,62.83,,  HackeR Group,SoCiaL EnGIneerinG,  VPN ,62.0,
InDiA,2020.0,,EdUCAtion,20.14,287352.0,UnKnoWn,,,69.0,3.73
,2020.0,RansomwarE,GOvErnmEnT,25.9,946651.0,  InSIdeR,UnpatcHeD Software,VPN,67.0,247.32
JAPan,2017.0,  PHishIng @,EducatION,88.43,954423.0,,,,6.0,367.43
,2022.0,,  BaNkinG,32.56,979382.0,NatION-State,SoCial EngineeriNg,AnTiviRus!,,33.43
Brazil,2017.0,DDoS,GovERnmenT,58.67,,NatIOn-sTatE,SocIAL ENGineeRing,EncryPtion,29.0,
 JapAN,2017.0,,,,,UnKnown,  UnpatCHEd SoftwARe  #,,,107.75
JApAN!,,,TelecommunICatIoNs,34.93,721984.0,,  Weak PaSsWoRDS  ,VPN,44.0,
UK,2022.0,  DDoS ,EdUcATIOn,71.55,654253.0,InSIdEr#,  WEak PasswOrds ,,35.0,100.78
,2015.0,MalWare,HeALtHcARe#,,686119.0,Insider,WEaK PAsswOrdS,VPN,25.0,19.18
  AUstrALIa ,2017.0,  MaN-in-thE-Middle  ,HEAlThcArE,93.91,776634.0,UnKNown!,  WEAK PAsSwoRds  ,EncryPtiOn#,33.0,
,2020.0,RAnsoMwaRe,IT,41.09,698224.0,INsIdeR,,VPN,21.0,10.25
GErmAnY,2023.0,MaLwaRE,GOVerNmeNt,,88821.0, UNknoWn  @,  Zero-DAy  ,,39.0,60.94
RUsSIa#,2022.0,,,53.95,846546.0,,UNpatChed Software,VPN,51.0,20.43
BraziL,2016.0,Man-in-the-MidDLE,,14.04,117819.0,,Zero-daY#,,,73.15
,2021.0,  Man-iN-ThE-Middle,IT,70.97,465446.0,UnkNOwN,UnpaTcHEd SoftwArE,EncRypTIon#,51.0,23.82
BraziL,2015.0,MaLWARe, HealthcaRe,75.72,184554.0,UnKNown@,ZeRo-day,AI-BaSed DeTecTion!,39.0,11.16
USA,2022.0,PhIsHinG,IT,48.71,520480.0,  INSidEr,WEak PAsswords,VPN,66.0,9.34
  BraZil,2020.0,,GOVernMeNT,50.61,,NAtiON-StATe!,  SOcIal EnginEering ,EncryPtion ,17.0,
USA,2017.0,Man-in-tHe-MiDdle!,  HEAlThcarE,54.54,892665.0,InsiDeR,UnpAtChed SOftware,,31.0,207.16
USA,2018.0,RanSoMwaRe,HealtHcare,87.42,,HackEr GrOup,,,19.0,732.0
UK  ,2016.0,,,80.77,884536.0,InsidER,Zero-day@,,34.0,122.72
BrazIl,2015.0,SQL InjecTiOn,HeALthCaRE,3.73,445422.0,UNKnown,UnpatcHeD SoFtWare,AI-based DetEctIon,70.0,28.65
RuSsia,2020.0,RansomWare,GoVernment,52.28,376628.0,UnKnoWn,ZERo-day  ,FireWAll#,30.0,397.43
,2016.0,MAn-in-thE-Middle,  BankING,70.89,378949.0,UnkNOWn,Weak PassWORds,AI-baSeD DEtECTion,67.0,51.96
JapaN,2023.0, PHishing,IT,,26036.0,,Weak PaSsWorDs,,71.0,76.04
USA,2020.0,DDoS,GovErnmeNt,,191369.0,InsidER,,FireWall,,
InDia,2017.0,,IT,93.62,899005.0,, WEAk PasswOrdS ,AI-bAsed DeteCtion,61.0,0.66
FRance,2021.0,MaN-in-The-MIDDlE,EDuCAtioN,20.57,, NaTIon-StaTe,UNpatched Software,FireWall,,606.13
  JaPaN ,2017.0,,TElecomMunIcaTIoNs,21.8,610106.0, UnknOwn,SociAl Engineering,EncryptIOn,39.0,114.04
USA,2015.0,  SQL INjection ,EdUCatIon,28.19,239853.0,InsIDER,  UnPatcHeD SoFtWare  ,EncRypTioN,64.0,89.54
GErmanY,2015.0,RANsomWaRE,TelecommuNicatiOns,99.83,419344.0,HaCker GRouP, ZeRO-day ,,59.0,
Germany,2023.0,SQL InjeCTion,,45.85,428415.0,Hacker GrouP,Zero-dAy,Antivirus,69.0,
FraNce,,Malware,BankINg,47.14,169113.0,INsideR,,,,22.29
RUssIa!,,,GoVernment!,24.06,867302.0,,SociAL EnGINEerInG,FirewAll,55.0,137.67
FraNce,2020.0,DDoS,,63.87,821848.0,INsider ,UnPatched SoFtwARe,,60.0,
  AUSTRAlia,2020.0,MaLwAre,GovERNmEnT,,982719.0,UnknOwn,,,26.0,
Japan,2015.0,DDoS#, EducatiON ,76.22,769794.0,NAtIon-statE#,ZERO-day,,29.0,126.77
 USA ,2023.0,,IT,,957199.0,Hacker Group,SOCial EngineERIng,AI-baseD DeTeCtioN,,
,2020.0, RansOmware ,,65.73,431174.0,UNkNowN,Weak PasswOrdS,EncRYption,24.0,95.23
,2015.0,RanSOmware, EducAtioN ,44.39,483598.0,InsIdeR#, Zero-daY ,ANtivIRUs,29.0,12.34
JaPan,2020.0,MaLwarE,IT,80.49,661385.0,HAckEr Group@,ZeRo-dAY,EncrypTion,26.0,12.82
UK,2018.0,MalwarE,  EducATION @,60.13,878362.0,NAtion-sTate,UNPatchEd SoftWarE,AntIviruS,57.0,77.87
AuStrALia,2020.0,Man-In-the-MiddlE,HeAlThcaRe,,401178.0,,UNpaTcheD SoftWaRe,EncryPtion#,43.0,151.08
InDiA#,,RansoMwAre,HEalTHcare ,,144533.0,UnknowN,,EncRypTIon,67.0,3.28
USA,2017.0,RanSomWAre,GOvernMent,89.9,828963.0,UNKNOwn,ZeRo-DAy,FiREwall,,119.47
RuSsiA,2018.0, MAn-IN-tHe-MIddlE  ,,,554294.0,UnknOwn,UNPatcHed SOftWare,,42.0,24.17
UK,2019.0,, BAnKiNG!,22.94,844953.0,Unknown,WeAK PassWordS,,53.0,40.89
BraZil,2020.0,,IT,94.02,581813.0,UNknown  ,SOcial EngINEERiNG,  EncrYPtioN,20.0,7.32
  Japan ,2017.0,MaLwarE,,,122728.0,UnKnOwn,, AI-basEd DEtEcTion,,15.22
JApan,,,EducaTiOn,,267631.0,HackeR Group,Zero-dAy,AI-baSeD DetecTion,,232.57
FrAnCe,,,REtail,,755230.0,InSider,WeaK PAsswoRds  ,,31.0,57.36
 France  ,,,,80.37,,UnknOwn,UnPatcHeD SOfTwarE,,29.0,30.75
FraNcE!,2015.0,SQL InJEcTiOn,GovernmeNT,14.72,540718.0,InsidEr,ZEro-dAY,AI-based DEtectioN,6.0,45.85
 FRAncE  ,2024.0,DDoS,GoVeRnMent,85.88,546017.0, UnKnOwN,SoCial EngIneERing,EncRyPtIoN,,113.73
IndIA,2024.0,SQL InjectIoN,REtail,,96083.0,UnkNOwn,Weak PAsswORds,,17.0,105.71
 AUstrAlIA,2019.0,Man-iN-tHe-MIDDlE,  Retail,60.04,,NATIon-sTatE!,,VPN,35.0,48.79
CHinA,2017.0,Malware,IT  ,,510454.0,NATion-STAte,ZEro-Day,VPN,18.0,281.3
GErmanY,,,,12.62,68551.0,Nation-State,Weak PASsWOrds,Firewall,55.0,
Russia,2024.0,  RaNsomware  ,HealthCare,63.74,83374.0,InsiDEr,ZerO-day,,45.0,
,2016.0,Man-in-THe-MiddLe#, BAnKiNG,20.44,981595.0,Nation-sTAte,WEak PAsswORDS,EnCryPtion,56.0,
,2020.0,PhishInG,,,934436.0, UNKnown ,UNpATcHeD SOftwARe,,64.0,146.35
 India  ,,RaNsoMwARe,HeALthcare,,461093.0, Hacker GroUp  ,  ZerO-DaY  ,FirewalL,42.0,87.48
JApAN#,,SQL InJection,,86.79,214195.0,NaTion-StAte,Zero-dAy,Antivirus,54.0,268.06
Germany,,SQL InjeCTioN,EducatIon,17.55,519698.0, INsIDer,, ENcryPtioN,30.0,
JApan,2017.0,Man-in-the-Middle#,HeaLthcare,16.71,,Nation-state,ZeRO-DAy,AntIVirus  ,69.0,11.85
USA,2015.0,DDoS,,41.75,327171.0,  Unknown ,UnPatcheD SOFtwARE ,VPN,41.0,
JApan,2022.0,DDOS,TElecommunIcaTiONs,94.79,534069.0,,SOCIaL EnginEERING,AntiviruS,,19.07
FrANce,2022.0,SQL Injection  ,GoVeRNmeNt,68.53,812679.0,NatiOn-State!,ZeRo-day,EncrypTion,67.0,
UK,2023.0, MALWaRe  ,,,552241.0,,ZEro-daY  ,ENcryption@,50.0,5.13
,2020.0,SQL InjeCtion,BanKiNg!,80.98,708357.0,,,AntivirUs,,98.71
USA#,2018.0,,GOvERnmeNt ,51.41,491008.0,HaCkER GroUp,WeaK Passwords,,50.0,94.05
Germany  ,2016.0, PhiShINg  !,TelecommuniCatiONS,99.98,, Insider,UNpAtChEd SOftwarE,ANtiVirus,,312.3
INDia,2020.0,,GOveRNMENt,12.64,,Hacker GRoUp,WeAk PAssworDs,ENcryptiOn,28.0,71.56
AUSTralia,,SQL InJeCtion,Banking,92.66,49085.0,,,VPN,32.0,
BraziL,2017.0,DDoS,GOVernMEnt,,131940.0,NaTion-sTate ,,ANtiviruS,34.0,
UK,2021.0,PhiShinG@,,68.5,396839.0,Hacker Group,Zero-day,,60.0,
GerManY,,DDoS,BankIng!,76.53,46824.0,,Social EngINEeriNg,VPN,39.0,24.36
RuSSia!,2019.0,DDoS,IT,71.22,705326.0,Hacker Group,UnPAtChed Software,EncrYption,19.0,41.5
INdIa,2015.0,Malware, TELEcommunicAtions !,4.52,,InsIder ,UnpatcheD SOftwAre@,,51.0,9.51
,2021.0,  PHishing@,GoverNment,,,NATion-state,,  AntIVirus  ,60.0,495.71
GERmany,2016.0,MaN-in-THe-MiDdLe,BanKinG,3.57,882784.0,,WEak PasswoRds,VPN,31.0,7.48
AuStRAlia,,  DDoS,EDucatioN,92.06,721334.0,INsidER,SOciAl EngiNeERiNg,VPN@,31.0,411.23
JAPan,,,IT,71.15,,UNknown,Zero-dAy,,70.0,323.03
UK#,,RaNsOMwAre,TelEcOmMuNiCations!,9.74,118118.0,,SOCIal EngineeRing,VPN,17.0,210.07
JApan,2016.0,PhIShIng!,EDucatiOn,30.42,272199.0,NAtIoN-staTE!,ZEro-dAy,AnTiViRuS,29.0,19.29
,2016.0,RANSomwaRE,  RetAiL,,964115.0,NaTion-StAte,UNPaTched SOftwaRe,FIrewall,48.0,91.26
BraZil,2023.0,Man-in-tHe-MIddlE,,27.58,171936.0,HackEr GrOup,WEak PasswoRds, VPN ,70.0,8.04
Japan!,,MalWarE,  HEALtHcaRe  ,73.26,,UnknowN,SocIaL ENgineering,,7.0,
GerManY,,Man-In-the-MIdDLe,TelecommunicaTionS,92.88,521871.0,INsider,SocIaL Engineering,,6.0,48.86
GErmAny,2024.0,MalwarE,GOvernmEnT@,46.25,,HAcker GrOuP @,WeAk PasswoRdS,EncRyption,16.0,29.55
,2015.0,DDOS,BaNking,51.64,538890.0,NAtioN-StAte,ZeRo-daY,  AntiViRUs ,,8.71
  BRazil ,2022.0,DDoS,TELeCOmMUnicaTioNs,79.5,789067.0,Hacker GrOUp,UnpaTCHeD SoftwAre,FiRewaLl,,1.33
UK,2022.0,DDoS,IT,93.96,,NatiOn-StATE,UnPAtChed SoFtwAre,AI-bAsed DetEctIon,17.0,11.5
FrAnce,2024.0,RaNsOmWare,,52.85,927623.0,NAtiOn-StATe,Weak PasSWorDs,FIrewAll,29.0,289.8
GermAny,,DDoS,TeLecOmmuNications,84.38,,INsideR,UnpatChed SoftWare ,AI-based DEtecTIOn,18.0,29.84
FRaNce,2023.0,RaNsOMWare@,EdUCatIon,,21699.0,InsiDer,WEak PaSsWorDS, AI-baSED DeTection,32.0,42.35
,2017.0,SQL InjectIoN  ,HEaltHcaRe,12.56,135042.0,,WeAk PasSwoRds,,13.0,145.96
 China  ,2020.0,,  IT  ,95.17,, NaTIon-staTE, ZerO-day  ,,30.0,
AustrALia,2023.0,,IT,99.62,,UnkNOWn @,WeAk PaSsWorDS  ,FirewalL,46.0,398.42
,2021.0,RansomWare,Government,97.5,755692.0,NAtion-sTaTe,  SOcIal EnGineeRing,AI-baseD DeTectiOn,46.0,12.7
,,SQL InJEctioN,TeLeCOMmUnIcaTioNs  ,80.14,241449.0,,UnpATChEd SoftWarE,AntivirUs@,27.0,2.96
JApan,2017.0,DDoS,,,951607.0,UnknOwN,Zero-DaY,,58.0,
 JaPan @,2018.0,,,32.93,774050.0,HackeR Group,  Social ENgineering ,,40.0,1641.7
BraziL,,MAlware,RetAIl,83.42,,,  Weak PAsswoRdS,AI-BaseD DeTeCtIon,,72.43
 AuStrALia  ,,,REtaiL,,342951.0,,Zero-day,ANtiViruS!,72.0,8.12
,2023.0,DDoS,HEaLtHcaRe,92.58,974261.0, HacKEr GROUP ,SOcIAL ENGInEerinG,FIrEwaLl,,231.56
,2019.0,SQL INJecTiOn  ,HEaltHCARE,91.03,,UNknowN,SocIAl EnGinEeRINg,,47.0,46.43
RuSSia#,2016.0, DDoS ,HeAlThcAre,,326955.0,,Zero-Day,VPN,,46.09
,,DDoS,HEalThCAre,54.41,344772.0,,UnpatchED Software@,AI-based DEteCtion,5.0,
,2015.0,Man-in-thE-MIDdle, IT ,,568075.0,UNKNown,WeAk PasswoRds,ENCRypTiOn@,22.0,90.16
CHina,2024.0,RansomwaRe,,24.43,693509.0,  Nation-staTE@,UnpAtched SoftwarE#,,70.0,9.22
IndIa#,2018.0,MalwaRe,GoVErnmENT,25.53,505404.0,InsiDer,Zero-Day,AI-Based DETectiOn,30.0,33.54
GERmany,,MalwaRe@,IT,51.66,570159.0,,UNPaTCHed SoftWARe,AntiviRuS,,147.19
IndiA,2020.0,DDOS,TelEcoMMUnications !,18.18,208313.0,HacKeR Group,WeAk PasSWordS,EncryPtIon,5.0,117.38
,2018.0,PhiShing,RetaiL ,,916272.0,NatiON-StaTe,Zero-daY, AntiViRuS  ,32.0,
FRance,2015.0,,,83.27,,HAcKER GROup!,UnpatCheD SOftwArE,ENcrYPTIon,,221.44
AuStralia,,,GOVeRnMent,54.17,892175.0,INsIdEr,Zero-DaY,VPN,18.0,31.74
FRAncE,2021.0,Ransomware,RetaIl,76.83,189999.0,HacKER GrouP,Social EngIneErIng@,VPN!,57.0,71.38
UK,2023.0,SQL INjEction  ,TeLeCommuNicaTions,78.9,,InsIDer !,WEaK PAsswords,FirewalL,63.0,
FRancE @,2018.0,RansomWare,EdUCatiOn,32.5,414904.0,NatIOn-statE,,VPN#,53.0,27.81
GeRmanY,2019.0,SQL INjectioN,BankiNg,77.65,989592.0,INSiDEr,WeAK PAssWordS, Antivirus  ,,171.72
AuSTraliA@,2015.0,,GoVeRNment,,389782.0,,  Social EngInEEriNG ,,45.0,30.4
GerManY,2016.0,MalwArE,HeaLthCaRE@,67.85,552427.0,  HaCker GrOup,ZERo-Day,ENcRyPTion ,58.0,27.13
RUsSia,2022.0,RANSoMwaRe@,,,,NAtion-staTe,ZerO-dAy,AntIvirUs,,11.45
,2016.0,MaN-in-tHe-MIDDlE,TelEcOmMunIcatiOns,42.88,934333.0,InsiDEr,Unpatched SofTwarE,  FIReWall  ,,245.93
RussIa#,2018.0,MalwaRe,TelecommunICAtiOnS,65.81,,Unknown!,UNPATched SOFtware,,37.0,124.3
RusSia  #,,DDOS,TeLeCOmmunIcAtionS,,271388.0,Nation-StaTE,UnpaTched SoFTwaRE, EnCRYPtiON#,36.0,188.32
,2024.0,DDoS,GovErnment@,88.79,482307.0,HackER GRoup, ZErO-dAy ,,,
,,MAn-IN-tHe-MidDle,,59.32,848419.0,  INsider  ,Unpatched SoFtwaRe ,VPN,27.0,42.92
Brazil,2019.0,DDoS,GoVernment,54.7,615305.0,INsiDer,ZeRO-daY,AnTivirus,6.0,35.87
UK,2021.0,DDoS  ,  TeLeCoMMuNicAtIoNs ,57.75,829827.0,Nation-StAte,Weak PaSSwORdS,AnTivIrus,48.0,35.84
 CHiNa  ,2022.0,Man-iN-thE-MIddle,EducAtiON,60.55,699194.0,NaTion-stATe,Social Engineering,,,21.67
FraNce,2022.0,MaLWaRe,IT,6.51,82276.0,  InsideR ,ZerO-dAy!,FiREwall ,26.0,32.49
RuSsia,,PhishIng,IT,47.56,234055.0,UnKNowN,,VPN,,195.29
IndIa@,2019.0,PhIsHINg,IT,52.47,880546.0,NaTIon-state, Zero-day,VPN,39.0,3.1
ChIna,2020.0,PHishiNG,EducAtIon,54.76,183678.0,InsIdER,Zero-DAy,AI-based DEtecTiOn,59.0,785.2
China,2023.0,,EduCaTIoN,42.64,,UnknOwn@,SociaL EnGineeRIng,VPN,17.0,112.82
Germany,,PHisHinG,,,339645.0,UnKnOwn,WeaK PAsswOrds,AI-basEd DEtEcTion  ,2.0,51.24
JapAn,2017.0,DDoS,TelecomMUNicationS,73.27,368351.0, NAtion-State ,,AnTiVirus,48.0,212.78
AuStraLia,2024.0,  DDoS ,Banking,,810930.0,INSIDER,,AI-BASeD DetectIoN,30.0,
FRaNce,2019.0,,,13.99,966010.0,UnknoWn,Weak PasswORDs,EnCRyptioN,20.0,
JaPaN,,MAN-in-tHe-Middle,TelecoMMuNIcations,79.88,104759.0,HaCker GROup,,AI-based Detection,12.0,45.53
,2017.0,PhishInG,,77.41,654122.0,, SOcIAl Engineering ,AI-baseD DeTection,68.0,423.41
,2020.0,, TEleCommUNicatIons  ,,, NAtioN-sTATe,Zero-day#,ANtivirus,,
FrAnce,2020.0,RansomwaRe,EdUcatIon,,848222.0,,UNpaTchED SoFtware,,16.0,107.24
INDia,2017.0,MAn-in-tHE-MiddLe,  TELEcomMuNicaTioNs,32.4,437554.0,,WEak Passwords,FirewalL,19.0,22.55
INdia,2023.0,,,53.07,589348.0,HacKER Group,SoCiAL EnginEerINg@,  AnTIVirus ,4.0,
BRAzIl ,,RanSOmwAre@,RetaIl,68.95,322146.0,Hacker GROup#, Social ENgIneering ,,70.0,
  India ,2020.0,SQL InJecTion!,,42.81,,,UnPatcHed SoFTWaRe,  AI-based DeTEcTioN  ,53.0,
UK,2022.0,DDoS,IT,53.91,,,WEAk PaSsWords,,7.0,48.32
FraNce,2021.0,PhIShing,ReTaIl,45.67,,UnKnOwN,,ANTivirUS,50.0,
GermaNy,,SQL InjEction,,,205015.0,,UnpaTChed SoftwaRe , AI-BASed DetectioN,57.0,
,2020.0, SQL InJecTion ,TelEcommuNicaTiONs,27.52,,NAtion-STaTe  ,SOcial EngiNeErIng,EncrYPtiOn,47.0,
USA,2020.0,RAnsOmware,,16.33,850758.0,INsiDer,UNpAtched SofTwAre,FIrEWAlL,9.0,289.43
  BRazil,,SQL InjectIon,,67.42,703282.0,  InSidEr  ,WEak PaSswORds,EncryptioN,2.0,286.21
GeRmANy,,SQL InJeCtIOn,GoVERNmeNt,87.71,1579.0,UnknoWn,,,55.0,45.12
GeRmanY,2023.0,,IT,93.72,828721.0,INsider#,WeAk PasSworDS,EnCrYPtion,21.0,143.0
GErMaNy,2017.0,,GoVErnMeNt,67.79,239402.0,HaCkeR Group  ,Zero-Day,,17.0,30.73
RUsSia,2024.0,DDOS,EdUCation,54.4,,InsidEr,Social EngineerinG,,60.0,13.67
AusTraLia,2024.0,,EDucatioN,,,INsider,Weak PaSSWORds,ANTIvirus!,2.0,36.44
INDIA@,2018.0,Malware,EDUCatIon,99.09,395264.0,UnKNOwn,WeAk PAssWOrds,AntiviruS,5.0,48.7
CHinA,2015.0,,,,946668.0,HACkEr GRoup, Unpatched SoFtWarE ,ENCrYPtion,67.0,4.52
,,MaLWaRe,IT,52.54,201017.0,,  UnpatchEd SoftwArE,EncrYpTion,,198.44
,2022.0,SQL InjECtIOn,IT,48.0,876383.0,INSider,ZErO-day,EncrypTion,72.0,0.86
AuSTralia,, RaNSoMWaRe ,GoveRNmenT,,564944.0,Insider,SociAl EngIneErInG,ANtIViRUS,58.0,
RuSsia,2023.0,MalWaRe,  IT,,259573.0,NaTiOn-sTatE,,FIRewaLl@,68.0,519.48
JaPaN,2020.0,DDOS, EducatioN  ,99.83,10859.0,NatiOn-State,SoCiAl EngineeRing,,66.0,36.91
,2020.0,DDOS@,GOvernmeNT,41.45,496378.0,InSidEr,UnpAtChEd SOfTWarE,,42.0,55.38
UK,2019.0,MAn-IN-the-MIDdle,Education,,937987.0,HaCKer Group,WEaK PaSswoRds,VPN,45.0,
INDia,,,EducaTion,9.32,182887.0,,,FIrewaLL,51.0,22.56
FrAnCE,2017.0,MAn-in-The-MidDle ,HEaltHcAre,34.43,,,Social EngINeeRIng, VPN ,43.0,72.89
,2021.0,MAN-In-tHe-MidDLe,BankinG,81.68,893986.0,InsidEr,UnPaTcheD SoftwaRe,FirEWaLl,47.0,
USA,2018.0,PhishinG,RETail,,852789.0,HACKEr GroUp#,SoCial ENgInEerIng,VPN,,47.4
BRazil,2024.0,Man-in-the-MIddlE,HealthcaRE#,26.92,695427.0,Nation-staTe,ZeRo-day,ENcryPtiON  ,,71.68
INdia,2019.0,DDOS,BankiNg#,35.31,961173.0,,SocIAL EnGIneering@,VPN,,7.61
,,,HeAlTHcare,11.74,430760.0,NatioN-sTate,  UNpatChEd SOftWare,  FiREwalL,63.0,
  Germany  ,2016.0,RanSomware,TElecoMmUniCations,93.93,198764.0,  InSideR,ZerO-day#,,40.0,69.77
BRazil,2021.0,MalwarE,,,786462.0,,WeAk PasswoRdS@,FIrEWALL,17.0,
  India,2020.0,  MAlwARe ,,84.43,999542.0,,SoCial EngiNeeriNg,EncryptIon,15.0,39.5
AustRalIa,2022.0, MAlWarE ,GOveRNmenT,24.6,221315.0,NatioN-statE  ,  UnpatChed SoftWare , VPN ,53.0,300.9
BraZiL,2018.0,SQL InJeCTion,EduCatiON,,861075.0,HackeR GrOuP,,ENCryptioN,7.0,32.12
JapAn,2022.0,PhishIng,TelecOMmUNicaTioNs,33.54,55209.0,Nation-sTate,  UnpAtCHeD Software  ,,11.0,
,2018.0,PHIsHInG,EdUCatiON,43.54,76479.0,InSiDeR,ZEro-DAY,FIRewALl,4.0,382.2
JaPaN,2016.0,SQL INJecTion,TELEcOMmunIcationS,,728731.0,Unknown,,VPN,72.0,48.47
Japan  @,2017.0,SQL INjecTIOn,EduCATIoN,36.37,161579.0,NatiOn-stAte, ZeRo-Day ,,15.0,75.32
GeRMAny,2019.0, SQL InjeCtIon,GovErNmeNT,56.53,362642.0,UnknOwN,SociAl EngIneeRing,EncryPtion,,47.25
BRaZiL,2017.0,DDOS,EDUCaTiOn,29.76,,,  SOcIaL EngineerINg  ,ENcrypTioN#,57.0,
BRaZIl,2019.0,PhIshINg,,70.6,817268.0,NaTion-sTATE,ZerO-DAY!,VPN,,
,2021.0,SQL INJeCTion,IT,80.05,682480.0,HacKeR Group,  ZEro-day,AI-basEd DeTeCtion,14.0,374.29
USA,2024.0,DDoS,TeleCommuNicationS ,15.53,298385.0,HaCker GRoup,,AI-bAseD DeTectiON,11.0,46.74
China,2020.0,DDoS,HEalTHCare,6.32,682445.0,Nation-sTaTe,,FireWAll,20.0,15.04
InDia,2021.0,,GovernMent,18.26,78277.0,Hacker GrouP,WeAk PasswORdS,FIreWAlL!,51.0,151.27
India,2023.0,,,90.85,985267.0,Hacker GRoup,UnPaTched SOftwARe,Firewall@,48.0,34.57
JApAn  ,2016.0,Man-in-ThE-MiDdle#,Healthcare,2.59,603982.0, HackeR Group,SociaL EngiNeeRiNG  ,FirEwaLL,18.0,138.48
JapaN,2021.0,DDoS,  BankiNg ,74.26,81354.0,InsIdEr,,  FireWall  @,6.0,0.91
FRanCe,2021.0,PhIshIng ,EduCaTioN,,542754.0,  INsiDEr,ZeRO-dAy, VPN  !,42.0,55.03
AuStRALia,2020.0,Phishing,EducaTion,85.79,905386.0,HaCker GrOup,Zero-day,  FirEWalL ,17.0,27.4
UK,2021.0,PhiSHINg,BaNKInG,88.38,281387.0,Hacker Group  ,SOcIaL ENgineERing,FireWAlL,55.0,11.08
FRance,2015.0,MalWare,,30.15,205850.0,InsiDEr,,  FirewalL ,72.0,23.81
GeRmaNy ,2024.0,MaLware,,,998028.0,HAckER Group,UNpaTched SoftwaRe,EnCrYption,59.0,
 CHIna ,,MAlwARe,IT,,780527.0,HacKEr GRouP,,ANtivirus,68.0,50.81
USA,2020.0,,TelEcoMMuNicatIons,56.37,667436.0,InsIDer,Social EnGineErInG,AI-bAsed DetecTIon,11.0,7.02
Japan,,RAnsoMWAre,REtaIl,71.26,440529.0, INsiDeR,,EncRyptiOn,20.0,
CHina,2023.0,MaN-in-thE-MiDdle,BankIng,3.47,194670.0,NatiON-STate,SocIaL ENgineerIng,FiReWall,29.0,423.83
USA,2023.0,DDoS,,53.59,750875.0,,WeaK PaSSwords,,30.0,83.21
,2020.0,PHishiNG,,75.95,970373.0,Unknown,SOCIal ENgiNeeRInG,,58.0,
FRance,2024.0,PHishiNG,Retail,44.98,827399.0,, Weak Passwords  ,,25.0,281.98
,2018.0,MaN-in-tHe-MidDlE,EducatIoN,,,INsiDeR, UnpATched SofTwaRE ,ANtivirus,56.0,348.88
,2015.0,RAnsoMwarE,IT  ,51.11,,,WeaK PasSwORds,VPN,41.0,902.54
USA,2018.0,PhisHing,GoVerNMENt,38.83,333027.0,HAckeR GrOUp,  Zero-day @,VPN,19.0,25.82
,,SQL Injection, TeLecoMmuniCationS  ,89.93,982269.0,,  UnPatcHed SofTwarE,Antivirus,51.0,18.58
 BraZil ,2024.0,MalWAre,,78.97,724903.0,UnknowN,Weak PaSsWOrdS,EnCRyptioN,53.0,176.83
RUssia!,2024.0, DDoS,EDuCATiOn,,156823.0,HaCKER Group ,,,1.0,157.97
ChiNa,2017.0,DDOS ,EDUcatIon@,56.73,244753.0,INsidER,ZerO-daY ,VPN,45.0,
RUSsia,,MAlwAre,REtAil,71.15,258554.0,,Social ENgIneeRing,AI-basED DETectiOn,72.0,928.83
,,RaNsOmWARe,,,139407.0,InSider, UnPatChed SoftwAre,AntiVirus,41.0,
FrANce,,PhiShinG  ,  EdUcatiON  ,5.8,206203.0,HaCker GRoup,SOcIaL EngIneering,EncrypTioN,,103.47
